FID,OBJECTID,ENTITY,LAYER1,ACTIVE,ROW_ID,COL_ID,ACRES,CELL_INTGR,Diff,Cal
15878,3905,Polyline,1,0,17.000000000000000,98.000000000000000,639.996999999999957,1017098,0.0000000,0.0000000
15879,13716,Polyline,1,1,64.000000000000000,175.000000000000000,639.996999999999957,1064175,0.0122441,0.0652333
15880,1653,Polyline,1,0,6.000000000000000,80.000000000000000,639.996999999999957,1006080,0.0000000,0.0000000
15881,11426,Polyline,1,1,53.000000000000000,157.000000000000000,639.996999999999957,1053157,0.0124605,0.0716560
15882,6133,Polyline,1,1,42.000000000000000,139.000000000000000,639.996999999999957,1042139,-0.0026848,0.2127210
15883,6703,Polyline,1,0,31.000000000000000,121.000000000000000,639.996999999999957,1031121,0.0000000,0.0000000
15884,17068,Polyline,1,0,78.000000000000000,198.000000000000000,639.996999999999957,1078198,0.0000000,0.0000000
15885,4554,Polyline,1,0,20.000000000000000,103.000000000000000,639.996999999999957,1020103,0.0000000,0.0000000
15886,14388,Polyline,1,1,67.000000000000000,180.000000000000000,639.996999999999957,1067180,0.0049083,0.1104860
15887,2400,Polyline,1,0,9.000000000000000,85.000000000000000,639.996999999999957,1009085,0.0000000,0.0000000
15888,12097,Polyline,1,1,56.000000000000000,162.000000000000000,639.996999999999957,1056162,0.0187911,0.0507665
15889,9787,Polyline,1,1,45.000000000000000,144.000000000000000,639.996999999999957,1045144,-0.0021121,0.2042540
15890,7408,Polyline,1,1,34.000000000000000,126.000000000000000,639.996999999999957,1034126,-0.0023906,0.1763590
15891,17399,Polyline,1,0,81.000000000000000,203.000000000000000,639.996999999999957,1081203,0.0000000,0.0000000
15892,4980,Polyline,1,0,23.000000000000000,108.000000000000000,639.996999999999957,1023108,0.0000000,0.0000000
15893,14852,Polyline,1,1,70.000000000000000,185.000000000000000,639.996999999999957,1070185,-0.0002576,0.1316060
15894,2907,Polyline,1,0,12.000000000000000,90.000000000000000,639.996999999999957,1012090,0.0000000,0.0000000
15895,12461,Polyline,1,1,59.000000000000000,167.000000000000000,639.996999999999957,1059167,0.0206850,0.0437204
15896,72,Polyline,1,0,1.000000000000000,72.000000000000000,639.996999999999957,1001072,0.0000000,0.0000000
15897,10587,Polyline,1,1,48.000000000000000,149.000000000000000,639.996999999999957,1048149,0.0014402,0.1530990
15898,8195,Polyline,1,1,37.000000000000000,131.000000000000000,639.996999999999957,1037131,-0.0000151,0.2047450
15899,16736,Polyline,1,0,84.000000000000000,208.000000000000000,639.996999999999957,1084208,0.0000000,0.0000000
15900,424,Polyline,1,1,26.000000000000000,113.000000000000000,639.996999999999957,1026113,-0.0499896,0.0972702
15901,15625,Polyline,1,0,73.000000000000000,190.000000000000000,639.996999999999957,1073190,0.0000000,0.0000000
